knowledge,history,ctrl,begin_label,vrm_label
"cast : Billy Crystal as Michael "" Mike "" Wazowski Noah Johnston as Young Mike John Goodman as James P. "" Sulley "" Sullivan Steve Buscemi as Randall "" Randy "" Boggs Helen Mirren as Dean Abigail Hardscrabble , the chair of the Scarer program at Monsters University Peter Sohn as Scott "" Squishy "" Squibbles , an Oozma Kappa fraternity member critical response : is true to the spirit of [ Monsters , Inc. ] and matches its tone . But it never seems content to turn over old ground . It has enough of the right stuff to haunt the imagination long after the immediate buzz of its fluffy - furred cuteness has melted away . For a mere prequel , that 's a result . is cute , and funny , and the animation , though not exactly inspired , is certainly colorful . This is a safe , predictable , edge - free , nearly bland effort from a studio that rarely hedges its bets . director : Dan Scanlon genre : Comedy , Animation introduction : Monsters University is a 2013 American 3D computer - animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures.[6 ] It was directed by Dan Scanlon and produced by Kori Rae , with John Lasseter , Pete Docter , Andrew Stanton and Lee Unkrich as executive producers . The music for the film was composed by Randy Newman , marking his seventh collaboration with Pixar . It was the fourteenth feature film produced by Pixar , and is a prequel to 2001 's Monsters , Inc. , marking the first time Pixar has made a prequel film.[7 ] Monsters University tells the story of two monsters , Mike and Sulley , and their time studying at college , where they start off as rivals , but slowly become best friends . John Goodman , Billy Crystal , Steve Buscemi , Bob Peterson , and John Ratzenberger reprise their roles as James P. Sullivan , Mike Wazowski , Randall Boggs , Roz , and the Abominable Snowman , respectively . Bonnie Hunt , who played Ms. Flint in the first film , voices Mike 's grade school teacher Ms. Karen Graves . movieName : Monsters University rating : Rotten Tomatoes : 79 % and average : 6.8/10 Metacritic Score : 65/100 CinemaScore : A year : 2013",Hello,"Hi ! I 'm doing a story about a monster , which is called Monsters , Inc .",hallucination,"disclosure,edification,ack."
"cast : Billy Crystal as Michael "" Mike "" Wazowski Noah Johnston as Young Mike John Goodman as James P. "" Sulley "" Sullivan Steve Buscemi as Randall "" Randy "" Boggs Helen Mirren as Dean Abigail Hardscrabble , the chair of the Scarer program at Monsters University Peter Sohn as Scott "" Squishy "" Squibbles , an Oozma Kappa fraternity member critical response : is true to the spirit of [ Monsters , Inc. ] and matches its tone . But it never seems content to turn over old ground . It has enough of the right stuff to haunt the imagination long after the immediate buzz of its fluffy - furred cuteness has melted away . For a mere prequel , that 's a result . is cute , and funny , and the animation , though not exactly inspired , is certainly colorful . This is a safe , predictable , edge - free , nearly bland effort from a studio that rarely hedges its bets . director : Dan Scanlon genre : Comedy , Animation introduction : Monsters University is a 2013 American 3D computer - animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures.[6 ] It was directed by Dan Scanlon and produced by Kori Rae , with John Lasseter , Pete Docter , Andrew Stanton and Lee Unkrich as executive producers . The music for the film was composed by Randy Newman , marking his seventh collaboration with Pixar . It was the fourteenth feature film produced by Pixar , and is a prequel to 2001 's Monsters , Inc. , marking the first time Pixar has made a prequel film.[7 ] Monsters University tells the story of two monsters , Mike and Sulley , and their time studying at college , where they start off as rivals , but slowly become best friends . John Goodman , Billy Crystal , Steve Buscemi , Bob Peterson , and John Ratzenberger reprise their roles as James P. Sullivan , Mike Wazowski , Randall Boggs , Roz , and the Abominable Snowman , respectively . Bonnie Hunt , who played Ms. Flint in the first film , voices Mike 's grade school teacher Ms. Karen Graves . movieName : Monsters University rating : Rotten Tomatoes : 79 % and average : 6.8/10 Metacritic Score : 65/100 CinemaScore : A year : 2013",Great . You ?,Good . How are you ? Have you seen Monsters University ?,"entailment,hallucination","disclosure,question,ack."
"cast : Billy Crystal as Michael "" Mike "" Wazowski Noah Johnston as Young Mike John Goodman as James P. "" Sulley "" Sullivan Steve Buscemi as Randall "" Randy "" Boggs Helen Mirren as Dean Abigail Hardscrabble , the chair of the Scarer program at Monsters University Peter Sohn as Scott "" Squishy "" Squibbles , an Oozma Kappa fraternity member critical response : is true to the spirit of [ Monsters , Inc. ] and matches its tone . But it never seems content to turn over old ground . It has enough of the right stuff to haunt the imagination long after the immediate buzz of its fluffy - furred cuteness has melted away . For a mere prequel , that 's a result . is cute , and funny , and the animation , though not exactly inspired , is certainly colorful . This is a safe , predictable , edge - free , nearly bland effort from a studio that rarely hedges its bets . director : Dan Scanlon genre : Comedy , Animation introduction : Monsters University is a 2013 American 3D computer - animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures.[6 ] It was directed by Dan Scanlon and produced by Kori Rae , with John Lasseter , Pete Docter , Andrew Stanton and Lee Unkrich as executive producers . The music for the film was composed by Randy Newman , marking his seventh collaboration with Pixar . It was the fourteenth feature film produced by Pixar , and is a prequel to 2001 's Monsters , Inc. , marking the first time Pixar has made a prequel film.[7 ] Monsters University tells the story of two monsters , Mike and Sulley , and their time studying at college , where they start off as rivals , but slowly become best friends . John Goodman , Billy Crystal , Steve Buscemi , Bob Peterson , and John Ratzenberger reprise their roles as James P. Sullivan , Mike Wazowski , Randall Boggs , Roz , and the Abominable Snowman , respectively . Bonnie Hunt , who played Ms. Flint in the first film , voices Mike 's grade school teacher Ms. Karen Graves . movieName : Monsters University rating : Rotten Tomatoes : 79 % and average : 6.8/10 Metacritic Score : 65/100 CinemaScore : A year : 2013",Not really .,Oh yeah . I have . Have you ?,hallucination,"disclosure,question,ack."
"cast : Billy Crystal as Michael "" Mike "" Wazowski Noah Johnston as Young Mike John Goodman as James P. "" Sulley "" Sullivan Steve Buscemi as Randall "" Randy "" Boggs Helen Mirren as Dean Abigail Hardscrabble , the chair of the Scarer program at Monsters University Peter Sohn as Scott "" Squishy "" Squibbles , an Oozma Kappa fraternity member critical response : is true to the spirit of [ Monsters , Inc. ] and matches its tone . But it never seems content to turn over old ground . It has enough of the right stuff to haunt the imagination long after the immediate buzz of its fluffy - furred cuteness has melted away . For a mere prequel , that 's a result . is cute , and funny , and the animation , though not exactly inspired , is certainly colorful . This is a safe , predictable , edge - free , nearly bland effort from a studio that rarely hedges its bets . director : Dan Scanlon genre : Comedy , Animation introduction : Monsters University is a 2013 American 3D computer - animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures.[6 ] It was directed by Dan Scanlon and produced by Kori Rae , with John Lasseter , Pete Docter , Andrew Stanton and Lee Unkrich as executive producers . The music for the film was composed by Randy Newman , marking his seventh collaboration with Pixar . It was the fourteenth feature film produced by Pixar , and is a prequel to 2001 's Monsters , Inc. , marking the first time Pixar has made a prequel film.[7 ] Monsters University tells the story of two monsters , Mike and Sulley , and their time studying at college , where they start off as rivals , but slowly become best friends . John Goodman , Billy Crystal , Steve Buscemi , Bob Peterson , and John Ratzenberger reprise their roles as James P. Sullivan , Mike Wazowski , Randall Boggs , Roz , and the Abominable Snowman , respectively . Bonnie Hunt , who played Ms. Flint in the first film , voices Mike 's grade school teacher Ms. Karen Graves . movieName : Monsters University rating : Rotten Tomatoes : 79 % and average : 6.8/10 Metacritic Score : 65/100 CinemaScore : A year : 2013",What 's the movie name ?,yes . it 's adorable . the music for the movie is also amazing,hallucination,"disclosure,ack."
"Michael ' Mike ' Wazowski , a 7 - year - old monster , aspires to become a scarer    a monster who enters the human world at night to scare children and harvest their screams for energy    when he grows up after visiting Monsters Inc. , Monstropolis ' most profitable scaring company , on a school field trip . Eleven years later , Mike is a first - year scare major at Monsters University , where he meets fellow monster , James P. ' Sulley ' Sullivan . Mike studies hard , while the privileged Sulley , coming from a family of talented scarers , relies only on his natural ability and begins to falter . As the semester progresses , Mike and Sulley attempt to join a fraternity , but only Sulley is accepted into Roar Omega Roar , the strongest fraternity on campus . At the semester 's final exam , a fight between the two causes them to accidentally break Dean Abigail Hardscrabble 's cherished Scream Can . Hardscrabble fails both of them immediately , stating that Sulley does not study enough , and Mike is not scary enough .",Have you seen it ?,It was made in 1995,hallucination,edification
"Michael ' Mike ' Wazowski , a 7 - year - old monster , aspires to become a scarer    a monster who enters the human world at night to scare children and harvest their screams for energy    when he grows up after visiting Monsters Inc. , Monstropolis ' most profitable scaring company , on a school field trip . Eleven years later , Mike is a first - year scare major at Monsters University , where he meets fellow monster , James P. ' Sulley ' Sullivan . Mike studies hard , while the privileged Sulley , coming from a family of talented scarers , relies only on his natural ability and begins to falter . As the semester progresses , Mike and Sulley attempt to join a fraternity , but only Sulley is accepted into Roar Omega Roar , the strongest fraternity on campus . At the semester 's final exam , a fight between the two causes them to accidentally break Dean Abigail Hardscrabble 's cherished Scream Can . Hardscrabble fails both of them immediately , stating that Sulley does not study enough , and Mike is not scary enough .",I like funny movies,"Oh yes , he is .",hallucination,"ack.,confirmation"
"Michael ' Mike ' Wazowski , a 7 - year - old monster , aspires to become a scarer    a monster who enters the human world at night to scare children and harvest their screams for energy    when he grows up after visiting Monsters Inc. , Monstropolis ' most profitable scaring company , on a school field trip . Eleven years later , Mike is a first - year scare major at Monsters University , where he meets fellow monster , James P. ' Sulley ' Sullivan . Mike studies hard , while the privileged Sulley , coming from a family of talented scarers , relies only on his natural ability and begins to falter . As the semester progresses , Mike and Sulley attempt to join a fraternity , but only Sulley is accepted into Roar Omega Roar , the strongest fraternity on campus . At the semester 's final exam , a fight between the two causes them to accidentally break Dean Abigail Hardscrabble 's cherished Scream Can . Hardscrabble fails both of them immediately , stating that Sulley does not study enough , and Mike is not scary enough .",Tell me    more,Batman intercepts a drug shipment ,"entailment,uncooperative",edification
"Wanting to prove himself , Mike enters the university 's ' Scare Games ' , and makes a wager with Hardscrabble to reinstate him and his team to the scare program if they win , but Mike must leave the university if they lose . He joins a group of misfits named Oozma Kappa , the weakest fraternity on campus , but they are denied entry to the Games for being one team member short . Sulley subsequently joins them , seeing the competition as his ticket back into the scare program . Oozma Kappa finish last in the first challenge , but are saved from elimination after another team is disqualified for cheating . Oozma Kappa improve gradually due to Mike 's training and intricate knowledge of scaring , and they advance through each following challenge , finishing just behind Roar Omega Roar . In the final round , they defeat Roar Omega Roar with a decisive final scare by Mike in the simulation bedroom . However , Mike soon discovers that he only won because Sulley tampered with the machine 's difficulty to the easiest setting .",What 's    the rating ?,"Oh yeah , I 'm surprised that they never told us that they were going to do it again .",hallucination,"disclosure,ack."
"Wanting to prove himself , Mike enters the university 's ' Scare Games ' , and makes a wager with Hardscrabble to reinstate him and his team to the scare program if they win , but Mike must leave the university if they lose . He joins a group of misfits named Oozma Kappa , the weakest fraternity on campus , but they are denied entry to the Games for being one team member short . Sulley subsequently joins them , seeing the competition as his ticket back into the scare program . Oozma Kappa finish last in the first challenge , but are saved from elimination after another team is disqualified for cheating . Oozma Kappa improve gradually due to Mike 's training and intricate knowledge of scaring , and they advance through each following challenge , finishing just behind Roar Omega Roar . In the final round , they defeat Roar Omega Roar with a decisive final scare by Mike in the simulation bedroom . However , Mike soon discovers that he only won because Sulley tampered with the machine 's difficulty to the easiest setting .",Nice,"Yeah , I would guess so",hallucination,"ack.,confirmation"
"Wanting to prove himself , Mike enters the university 's ' Scare Games ' , and makes a wager with Hardscrabble to reinstate him and his team to the scare program if they win , but Mike must leave the university if they lose . He joins a group of misfits named Oozma Kappa , the weakest fraternity on campus , but they are denied entry to the Games for being one team member short . Sulley subsequently joins them , seeing the competition as his ticket back into the scare program . Oozma Kappa finish last in the first challenge , but are saved from elimination after another team is disqualified for cheating . Oozma Kappa improve gradually due to Mike 's training and intricate knowledge of scaring , and they advance through each following challenge , finishing just behind Roar Omega Roar . In the final round , they defeat Roar Omega Roar with a decisive final scare by Mike in the simulation bedroom . However , Mike soon discovers that he only won because Sulley tampered with the machine 's difficulty to the easiest setting .",Is it any funny ?,This movie was pretty good in my opinion .,hallucination,disclosure
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Oh,"Yeah , so it 's definitely a fun movie . But the scare games do seem to be a bit on the heavy side .",hallucination,"disclosure,ack."
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Might be worth checking out .,I love that they had a kickass team .,"entailment,hallucination",disclosure
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .","So , one of the monsters enters the human world to harvest screams - kind of ceepy","I do n't know , but it 's based on a book by Michael Oozma .",hallucination,"edification,ack."
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Really   Creepy,Mike and Sulley are led away by the CDA ,"entailment,uncooperative",edification
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",:),He is a kid who was a scarer before he got a chance to become a monster . It was a fun story .,hallucination,"disclosure,edification"
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Sounds funny though .,"Yeah , it was pretty good ! They did n't get all the praise they deserved , but they were successful .",hallucination,"disclosure,edification,ack.,confirmation"
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Yep,"It is based on a true story , but the cast is great .",hallucination,"disclosure,edification"
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Ca n't say,What do you think of the humor in the movie ?,hallucination,question
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",I 'm not surprised,but this is another one where the main character is very scariest,hallucination,edification
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Oh,Mike and Sulley are led away by the CDA ,"entailment,uncooperative",edification
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .","ok , so the actors are Billy Crystal , John Goodman , Steve Buscemi","no , it 's a horror movie . not a children 's movie",hallucination,"edification,ack.,confirmation"
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Helen Mirren,"She 's a pretty good actress , too .   It 's interesting that she was such a "" star "" in the movie .",hallucination,disclosure
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Nice,"Yeah , it was a good movie . It was a pleasure to watch .",hallucination,"disclosure,ack."
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Yeah somewhat,there is a bit of rivalry between Mike and Sulley,hallucination,edification
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Not sure about Peter though,he is really funny,hallucination,disclosure
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Nice,but it is n't that bad of a movie .   It 's an enjoyable one to watch,hallucination,disclosure
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",I see,Mike and Sulley are led away by the CDA ,"entailment,uncooperative",edification
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Wow,"True , and the audience will be impressed by the cast and the story . But this movie is n't one of those movies where you have to go to a party and find out who the characters are , and it is a little bit on the mundane .",hallucination,"disclosure,edification"
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",I think so too,"it 's one of the few cartoons in the world that is based on a true story , that s why i think it is worth watching .",hallucination,"disclosure,edification"
"Mike and Sulley are led away by the CDA , and are expelled from the university as a result of their actions , but the other members of Oozma Kappa are accepted into the scare program the next semester , as Hardscrabble was impressed by their performances in the Games . As Mike leaves on the bus , Sulley runs after him to raise his spirits . Hardscrabble then appears and wishes the two luck , claiming they were the first students to have surprised her . The two take jobs in the mail room of Monsters , Inc. , eventually working their way up to join the scarer team .",Not really,"No , it was fun . They were kind of hard to follow . It 's always fun to see how you come up with a plan .",hallucination,"disclosure,ack."
"cast : Robert Downey Jr. as Tony Stark / Iron Man Chris Evans as Steve Rogers / Captain America Mark Ruffalo as Bruce Banner / Hulk Chris Hemsworth as Thor , the crown prince of Asgard .   Scarlett Johansson as Natasha Romanoff / Black Widow Jeremy Renner as Clint Barton / Hawkeye critical response : Whedon and his cohorts have managed to stir all the personalities and ingredients together so that the resulting dish , however familiar , is irresistibly tasty again .   Like a superior , state - of - the - art model built from reconstituted parts , Joss Whedon 's buoyant , witty and robustly entertaining superhero smash - up is escapism of a sophisticated order , boasting a tonal assurance and rich reserves of humor that offset the potentially lumbering and unavoidably formulaic aspects of this 143 - minute team - origin story .   Ruffalo is the revelation , turning Banner into a wry reservoir of calm ready to become a volcano His Iron Man is certainly a team player , but Mr. Downey comes to the party with two insuperable superpowers : a character of established sophistication the industrialist / inventor Tony Stark , a sharp - tongued man of the world and his own quicksilver presence that finds its finest expression in self - irony .   director : Joss Whedon genre : Drama , Superhero introduction : Marvel 's The Avengers is a 2012 American superhero film based on the Marvel Comics superhero team of the same name , produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.1 It is the sixth film in the Marvel Cinematic Universe . The film was written and directed by Joss Whedon and features an ensemble cast that includes Robert Downey Jr. , Chris Evans , Mark Ruffalo , Chris Hemsworth , Scarlett Johansson , Jeremy Renner , Tom Hiddleston , Clark Gregg , Cobie Smulders , Stellan Skarsga rd , and Samuel L. Jackson . In the film , Nick Fury , director of the peacekeeping organization S.H.I.E.L.D. , recruits Iron Man , Captain America , the Hulk , and Thor to form a team that must stop Thor 's brother Loki from subjugating Earth . movieName : The Avengers rating : Rotten Tomatoes : 92 % and average : 8/10 Metacritic Score : 69/100 CinemaScore : A+ year : 2012",,"Hi there , I 'm talking about The Avengers .",hallucination,"disclosure,ack"
"cast : Robert Downey Jr. as Tony Stark / Iron Man Chris Evans as Steve Rogers / Captain America Mark Ruffalo as Bruce Banner / Hulk Chris Hemsworth as Thor , the crown prince of Asgard .   Scarlett Johansson as Natasha Romanoff / Black Widow Jeremy Renner as Clint Barton / Hawkeye critical response : Whedon and his cohorts have managed to stir all the personalities and ingredients together so that the resulting dish , however familiar , is irresistibly tasty again .   Like a superior , state - of - the - art model built from reconstituted parts , Joss Whedon 's buoyant , witty and robustly entertaining superhero smash - up is escapism of a sophisticated order , boasting a tonal assurance and rich reserves of humor that offset the potentially lumbering and unavoidably formulaic aspects of this 143 - minute team - origin story .   Ruffalo is the revelation , turning Banner into a wry reservoir of calm ready to become a volcano His Iron Man is certainly a team player , but Mr. Downey comes to the party with two insuperable superpowers : a character of established sophistication the industrialist / inventor Tony Stark , a sharp - tongued man of the world and his own quicksilver presence that finds its finest expression in self - irony .   director : Joss Whedon genre : Drama , Superhero introduction : Marvel 's The Avengers is a 2012 American superhero film based on the Marvel Comics superhero team of the same name , produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.1 It is the sixth film in the Marvel Cinematic Universe . The film was written and directed by Joss Whedon and features an ensemble cast that includes Robert Downey Jr. , Chris Evans , Mark Ruffalo , Chris Hemsworth , Scarlett Johansson , Jeremy Renner , Tom Hiddleston , Clark Gregg , Cobie Smulders , Stellan Skarsga rd , and Samuel L. Jackson . In the film , Nick Fury , director of the peacekeeping organization S.H.I.E.L.D. , recruits Iron Man , Captain America , the Hulk , and Thor to form a team that must stop Thor 's brother Loki from subjugating Earth . movieName : The Avengers rating : Rotten Tomatoes : 92 % and average : 8/10 Metacritic Score : 69/100 CinemaScore : A+ year : 2012",Greetings,Hi there . Have you seen The Avengers ?,entailment,"question,ack."
"cast : Robert Downey Jr. as Tony Stark / Iron Man Chris Evans as Steve Rogers / Captain America Mark Ruffalo as Bruce Banner / Hulk Chris Hemsworth as Thor , the crown prince of Asgard .   Scarlett Johansson as Natasha Romanoff / Black Widow Jeremy Renner as Clint Barton / Hawkeye critical response : Whedon and his cohorts have managed to stir all the personalities and ingredients together so that the resulting dish , however familiar , is irresistibly tasty again .   Like a superior , state - of - the - art model built from reconstituted parts , Joss Whedon 's buoyant , witty and robustly entertaining superhero smash - up is escapism of a sophisticated order , boasting a tonal assurance and rich reserves of humor that offset the potentially lumbering and unavoidably formulaic aspects of this 143 - minute team - origin story .   Ruffalo is the revelation , turning Banner into a wry reservoir of calm ready to become a volcano His Iron Man is certainly a team player , but Mr. Downey comes to the party with two insuperable superpowers : a character of established sophistication the industrialist / inventor Tony Stark , a sharp - tongued man of the world and his own quicksilver presence that finds its finest expression in self - irony .   director : Joss Whedon genre : Drama , Superhero introduction : Marvel 's The Avengers is a 2012 American superhero film based on the Marvel Comics superhero team of the same name , produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.1 It is the sixth film in the Marvel Cinematic Universe . The film was written and directed by Joss Whedon and features an ensemble cast that includes Robert Downey Jr. , Chris Evans , Mark Ruffalo , Chris Hemsworth , Scarlett Johansson , Jeremy Renner , Tom Hiddleston , Clark Gregg , Cobie Smulders , Stellan Skarsga rd , and Samuel L. Jackson . In the film , Nick Fury , director of the peacekeeping organization S.H.I.E.L.D. , recruits Iron Man , Captain America , the Hulk , and Thor to form a team that must stop Thor 's brother Loki from subjugating Earth . movieName : The Avengers rating : Rotten Tomatoes : 92 % and average : 8/10 Metacritic Score : 69/100 CinemaScore : A+ year : 2012",Hello .,I have watched the movie The Avengers .   It is one of my favorites .,hallucination,disclosure
